gene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
A1BG,3.7683311695945667,4.014368990401286,2.920516421356568,3.2001134087026264,2.2501023797622053,2.5781350378115993,3.20568841092915,3.22658981364748
A2M,9.951685426221475,9.719415915304205,10.28365514272718,10.817728558403665,6.680390214818179,8.304508379274672,10.710140100846772,10.638878251055425
A2ML1,0.3651935861440757,0.21017584035077,0.2563021816087844,0.25516456518654773,0.35929338387323667,0.5636906126794992,0.6466512267784802,0.12747681037869743
A2MP1,0.5656856418888081,0.7481117534115828,0.6978829360011016,0.0,0.11209860481803104,0.08914474291601625,0.6466512267784802,0.2997766097335158
A4GALT,5.370709464951969,5.948254299742844,5.71264445591747,6.13071383858807,5.726665863080019,5.867830285757271,5.625811912348732,6.357066341063455
A4GNT,0.19412138748015706,0.3935901116916998,0.5524675866163077,0.403216580924284,0.0,0.0,0.8247087017401966,0.4041786646134323
AAAS,5.289805185204291,5.295220429233771,5.244112681516891,5.144597173566331,5.038932674969619,4.853888541347625,5.122216360432111,5.038770814663326
AACS,4.501572460051768,4.069312926926105,4.230309022463851,4.355873875416899,4.131214986451601,4.029393111611286,4.406322190999079,4.1398519932658155
AADAT,3.311748397564059,3.0921736581042256,2.6073017765108806,1.7319054794822826,3.123720858838903,2.779054582409967,3.070956477151432,2.3665791294256118
AAGAB,5.171792291527109,4.917551226044392,5.168141298361618,5.029669158938909,5.3359135224876875,5.145163910905424,5.224949866289545,4.784487566965989
AAK1,5.848064535669031,5.764850241310751,5.863821692396761,5.589243536787109,5.799634056528089,5.863098524968338,6.031638177765823,5.831294805410364
AAMDC,3.662912472547969,4.042102505079732,3.8687789733550026,3.9063581827900684,3.731344990367962,3.8874841388814776,3.603640121768045,4.082005241101688
AAMP,6.031840224085487,6.325507531937149,6.046351046025473,5.466258996633833,6.012314470988297,6.3052547107116474,5.866022342059681,6.010468865508888
AAR2,5.152448502396429,5.206091509151723,4.9072017069416125,5.099175760396584,4.914972798550741,5.100297821685654,4.881769891226106,5.076783455876388
AARS1,7.264582205746681,6.813852263558147,7.254746796168532,6.787126676730565,7.236123729364727,6.762775225145916,7.739033315118371,6.576825974099999
AARS2,4.938737856915522,4.218559850723147,4.511795439652313,3.380678353322727,4.473125033630315,3.9121263009204417,4.227824213203425,3.561770620675882
AARSD1,4.226150039486266,4.023672858169977,3.849450925497875,3.626480002282597,3.7225414044811393,3.723131837217207,3.7705446028384824,3.5674028694478253
AARSD1P1,0.46891962523549086,0.7024950425605803,0.43289957048130323,0.5374793368337389,0.4040279542057607,0.36381840042374824,0.7384252050645692,0.45367673095278455
AASDH,3.904064090640101,3.60728860998142,3.810000218654918,3.6113339459147222,3.700294502093052,3.719646035746736,3.954022685792001,3.721849508626466
AASDHPPT,4.9159758174869586,5.007048762363539,4.933139548683766,4.715911191125197,5.094578127662922,4.920686316870006,5.292744436653636,4.859859786564419
AASS,4.581853641437908,5.6952325289576455,4.481982441535162,5.466258996633833,4.177044380281437,5.009008123663408,4.596144018574996,5.688708571084644
AATF,4.207526161538565,4.361162685225916,3.914136405631145,4.271674960557226,4.131214986451601,4.2387027289158326,4.042203005507799,4.1054230024360185
ABAT,4.177218667072316,5.1583177859971565,4.079208363541019,4.9979923349380995,4.114488004735161,4.966993818030626,4.243572133004295,5.024509772850173
ABCA1,8.111010836479977,8.17278965031959,8.419004414191187,8.54096490548029,8.785931114991088,8.505755646887652,8.736348707832882,8.885485853690215
ABCA10,3.5784640843300215,2.7771473651915524,3.710669762249472,2.4290434411962556,3.2269283922752328,1.6189575647645689,3.528499330016066,2.1584362162944744
ABCA11P,1.9382991412230524,1.0688800387763717,1.7535372463298202,1.5532222343806412,1.4946631982001657,1.747755793048671,1.9169499102132161,1.0116363929569783
ABCA13,1.2583761215485276,0.7481117534115828,1.685407388129729,1.674768509828359,2.2501023797622053,1.986913892137335,1.3166919700915984,1.578312066129128
ABCA2,5.9023417715021225,5.420250386310374,5.934315672602079,5.593103561056165,5.95333622919025,6.280626515838896,6.459248128381252,6.020769096377499
ABCA3,2.7469748352996404,2.3880207807250495,3.352644448756144,3.3167535074670322,1.7236805175829288,1.7882541051711154,3.044231018061135,3.5159030974943546
ABCA4,0.7825227468148196,1.6760906391560009,1.1153529382243654,2.2837551097304467,0.6834669719199785,1.9033444412203042,0.8659894272257147,1.7663489884292274
ABCA5,4.110620205999123,4.210434924444763,4.63430721457839,4.798470484118395,4.111119209395893,3.951293262902324,4.8015924663329015,4.26297121384848
ABCA6,6.1300464285499645,7.251152433245592,6.187729203424943,7.298197899910368,6.247580507263436,6.641832035913671,6.411252443216647,7.402419935932488
ABCA7,2.8075887133733755,2.2678882798151485,3.6847305169630484,2.710656284594576,3.2698592939581252,3.096450406448191,3.1649202645775194,2.442097625851739
ABCA8,7.570309149612272,7.915708510735092,7.611819733088589,7.535335069141768,7.8420984615324825,7.373284483829805,7.558018960161414,7.441664569091975
ABCA9,5.80906478381425,6.583182829659059,6.661074526062926,6.914446218329409,6.285433734660929,5.76251174726726,6.920643874290461,6.874161664994819
ABCB1,2.8466278523117996,2.485509887912633,2.8829868092983117,2.5129387154568197,2.7081320368286264,1.8659919200747248,2.83147339372917,1.6004569274793532
ABCB10,3.8182858905206527,4.3464083993678155,3.6759794162393864,4.1616090699370485,3.5640247231995246,3.951293262902324,3.7596336731879987,3.9416064748339568
ABCB4,2.076082929792658,0.8352335709915809,1.7535372463298202,1.0227938890088324,0.7884296577202278,0.624601428424249,1.8152390771459386,1.138132751150013
ABCB5,1.3697732744909445,0.5562945403611128,1.9694544726379095,0.8269145073155062,0.44741702716982096,0.5000943354616059,1.2244771279869247,0.4041786646134323
ABCB6,4.806380800246165,4.899976428179123,4.280242542907748,3.94915201081629,4.017054488363628,4.129983761530293,4.112495690227951,3.5159030974943546
ABCB7,3.9315597196829826,3.7542523073623055,3.8687789733550026,3.6999131570807906,4.063110974618032,3.614710130306336,3.9201267184580537,3.6440291853729168
ABCB8,4.934214088540239,4.7733265573155155,4.7513961979973125,4.81839266058474,4.716451641876453,4.736339943380252,4.804249604893466,4.373192578921905
ABCB9,2.5000066531215484,1.8946712416811176,2.5023102621308992,1.6453284152074614,2.187504219829567,1.9635267516077284,2.799868913120681,1.4861683877329812
ABCC1,7.743193909884591,7.114694566451535,7.133740710189656,6.561431756385227,7.339423766537566,6.839855364177336,7.347805931300788,6.65362840851352
ABCC10,4.761122330363531,5.011731859856404,4.938637502441822,4.6207956678796895,4.261518453863236,4.478257166656307,4.7935915605360195,4.439188270113659
ABCC11,0.5181137810172225,0.2739402088460199,0.10804309050403306,0.403216580924284,0.7193097671484999,0.2524376670078632,0.33005250920337875,0.5927305151098184
ABCC2,1.0732778285262434,1.4463202404255855,0.9216658611920381,0.4719092717040068,0.44741702716982096,1.1237845236891228,0.5486402423915145,1.0443153941272119
ABCC3,3.4763706643400134,4.673422292469636,3.9066751715315333,4.32371117991943,4.02423650866586,5.290867629680117,3.89541826734689,4.2733466435504415
ABCC4,5.9389304862450265,6.109859090264541,5.179021187349183,5.919455597838753,6.229052021969466,6.492046386677512,5.240729021535555,5.831294805410364
ABCC5,5.631837219959461,5.608236234024744,5.531675433366216,5.885233959745409,5.612174565524375,5.827916464621279,5.583127803747937,6.057252651270941
ABCC6,2.6287689693916843,1.9148127567175188,2.079723332107251,1.3853015896205279,2.616064427434262,1.9752677116827342,2.5185069206249215,1.226219968116257
ABCC6P1,1.6156000372283512,0.7024950425605803,1.1410159432605904,0.403216580924284,0.9778962469300398,0.2524376670078632,0.8247087017401966,0.6362548790957631
ABCC6P2,0.41798860919131536,0.5040723225645543,0.5137023027263887,0.331088911514007,0.16504223974126903,0.1731002825070578,0.6932678437307713,0.2997766097335158
ABCC9,4.9159758174869586,5.8286109111373205,5.394380273892734,6.233211413167428,4.736267599173351,5.6258022658674385,5.711820447508006,6.587259417530466
ABCD1,4.516780334740719,4.922533522702199,4.687523178339518,4.332973918965957,4.294564263565736,4.163724794866426,4.3346119525399756,4.528520235166747
ABCD3,5.8576519430295155,5.556291472672943,5.368814658633008,5.403897911632004,5.717833590237763,5.631378344823818,5.625811912348732,5.5304688592442375
ABCD4,5.148548425083367,4.7510935735022795,4.922080382790863,4.654434624924205,4.579336632795762,4.516927933445413,5.151726787567127,5.005964538003089
ABCE1,5.864800917107694,5.909883446740283,5.541344048279908,5.354723531655857,5.921956609091743,5.969653831259703,5.631807843363546,5.560432469319101
ABCF1,4.074076790858499,4.064813347077134,3.8916359333249892,3.3353085950108854,4.457292908554746,4.971397304008758,4.685328412324601,4.1015463440427835
ABCF2,5.664977753422393,6.16029201053158,5.640259782561594,5.917917553329886,6.049748596240996,6.201617509686539,5.699027373468247,5.76176250432169
ABCF3,5.134814523486848,5.10453014978728,5.261765614808292,5.038188933495472,5.4104369207656635,5.307217241282329,5.130709686243912,4.889389361392451
ABCG1,2.8752292147695715,3.1945783260911647,3.133651230979169,3.240050459640988,2.333413279972329,2.3979505543580815,3.7974662806959,4.715143564695643
ABCG2,1.3427199521005846,0.8768978232987337,1.1410159432605904,1.4548322484640521,1.3420916676216201,0.9912891301128591,1.4583830853117299,1.6649222590334518
ABCG4,0.41798860919131536,0.5040723225645543,0.7654397102942434,0.331088911514007,0.9778962469300398,0.36381840042374824,0.38788189658683253,0.3529218259342435
ABHD1,0.61173879888107,1.2382892698816919,1.3752837992376357,0.9281760451459317,0.7193097671484999,0.9679733833043859,1.0202258897276468,0.9781999784734925
